,locus_tag,product,5GB1_vial_wLa_TR3,5GB1_vial_woLa_TR2
3358,MBURv2_160439,Prevent-host-death family protein,144.0,113.0
3359,MBURv2_160440,conserved protein of unknown function,171.0,91.0
3360,MBURv2_160441,conserved protein of unknown function,118.0,92.0
3361,MBURv2_160442,conserved protein of unknown function,1.0,1.0
3362,MBURv2_160443,protein of unknown function,37.0,67.0
3363,MBURv2_160444,protein of unknown function,38.0,59.0
3364,MBURv2_160445,exported protein of unknown function,112.0,96.0
3365,MBURv2_160446,conserved protein of unknown function,225.0,157.0
3366,MBURv2_160447,conserved protein of unknown function,212.0,180.0
3367,MBURv2_160448,conserved protein of unknown function,57.0,55.0
3368,MBURv2_160449,"Ribonucleotide reductase, alpha subunit",31.0,21.0
3369,MBURv2_160450,conserved protein of unknown function,18.0,31.0
3370,MBURv2_160451,"Ribonucleoside-diphosphate reductase, adenosylcobalamin-dependent",31.0,30.0
3371,MBURv2_160452,Non-specific serine/threonine protein kinase,41.0,36.0
3372,MBURv2_160453,conserved membrane protein of unknown function,41.0,32.0
3373,MBURv2_160454,exported protein of unknown function,130.0,117.0
3374,MBURv2_160455,protein of unknown function,25.0,23.0
3375,MBURv2_160456,putative bifunctional enzyme and transcriptional regulator,38.0,50.0
3376,MBURv2_160457,conserved protein of unknown function,329.0,438.0
3377,MBURv2_160458,"Transcriptional regulator, MarR family",94.0,96.0
3378,MBURv2_160459,"Exodeoxyribonuclease V, gamma subunit",36.0,37.0
3379,MBURv2_160460,conserved protein of unknown function,51.0,74.0
3380,MBURv2_160461,conserved membrane protein of unknown function,57.0,68.0
3381,MBURv2_160462,conserved protein of unknown function,582.0,585.0
3382,MBURv2_160463,conserved exported protein of unknown function,469.0,458.0
3383,MBURv2_160464,conserved protein of unknown function,187.0,156.0
3384,MBURv2_160465,putative Diguanylate cyclase,40.0,46.0
3385,MBURv2_160466,conserved hypothetical protein,41.0,51.0
3386,MBURv2_160467,conserved protein of unknown function,42.0,79.0
3387,MBURv2_160468,conserved protein of unknown function,116.0,104.0
3388,MBURv2_160469,putative Metallo-dependent phosphatase,30.0,34.0
3389,MBURv2_160470,Phosphoesterase PA-phosphatase related protein,6.0,5.0
3390,MBURv2_160471,conserved protein of unknown function,37.0,27.0
3391,MBURv2_160472,"sulfite reductase, beta subunit, NAD(P)-binding, heme-binding",20.0,19.0
3392,MBURv2_160473,"sulfite reductase, alpha subunit, flavoprotein",8.0,14.0
3393,MBURv2_160474,conserved protein of unknown function,31.0,30.0
3394,MBURv2_160475,protein of unknown function,27.0,13.0
3395,MBURv2_160476,toxin of the RelE-RelB toxin-antitoxin system; Qin prophage,124.0,91.0
3396,MBURv2_160477,conserved protein of unknown function,163.0,97.0
3397,MBURv2_160478,Antitoxin YefM,65.0,38.0
3398,MBURv2_160479,toxin of the YoeB-YefM toxin-antitoxin system,33.0,36.0
3399,MBURv2_160480,"fructose-1,6-bisphosphate aldolase, class II",56.0,38.0
3400,MBURv2_160481,protein of unknown function,19.0,11.0
3401,MBURv2_160482,protein of unknown function,18.0,24.0
3402,MBURv2_160483,protein of unknown function,12.0,21.0
3403,MBURv2_160484,protein of unknown function,6.0,0.0
3404,MBURv2_160485,Type III restriction protein res subunit,8.0,4.0
3405,MBURv2_160486,conserved protein of unknown function,6.0,5.0
3406,MBURv2_160487,protein of unknown function,0.0,4.0
3407,MBURv2_160488,protein of unknown function,23.0,21.0
3408,MBURv2_160489,protein of unknown function,76.0,68.0
3409,MBURv2_160490,protein of unknown function,92.0,49.0
3410,MBURv2_160491,putative phage integrase,102.0,83.0
3411,MBURv2_160492,conserved protein of unknown function,276.0,129.0
3412,MBURv2_160493,conserved exported protein of unknown function,23.0,35.0
3413,MBURv2_160494,SNF2-related protein,11.0,12.0
3414,MBURv2_160495,Phage integrase,44.0,47.0
3415,MBURv2_160496,Glycosyl transferase family 2,28.0,26.0
3416,MBURv2_160497,Fatty acid hydroxylase,116.0,111.0
3417,MBURv2_160498,conserved protein of unknown function,440.0,331.0
3418,MBURv2_160499,conserved protein of unknown function,2.0,4.0
3419,MBURv2_160500,conserved protein of unknown function,0.0,1.0
3420,MBURv2_160501,conserved protein of unknown function,108.0,99.0
3421,MBURv2_160502,exported protein of unknown function,58.0,70.0
3422,MBURv2_160503,protein of unknown function,2.0,6.0
3423,MBURv2_160504,protein of unknown function,25.0,22.0
3424,MBURv2_160505,conserved protein of unknown function,16.0,12.0
3425,MBURv2_160506,putative Outer membrane hemin receptor,3.0,5.0
3426,MBURv2_160507,conserved protein of unknown function,0.0,0.0
3427,MBURv2_160508,conserved exported protein of unknown function,17.0,10.0
3428,MBURv2_160509,conserved protein of unknown function,19.0,19.0
3429,MBURv2_160510,putative hemin transport protein hmuS,27.0,38.0
3430,MBURv2_160511,protein of unknown function,22.0,6.0
3431,MBURv2_160512,protein of unknown function,70.0,44.0
3432,MBURv2_160513,putative heme iron utilization protein; heme oxygenase,39.0,21.0
3433,MBURv2_160514,"ABC-type hemin transport system, periplasmic component",18.0,10.0
3434,MBURv2_160515,Hemin transport system permease protein HmuU,21.0,14.0
3435,MBURv2_160516,Hemin import ATP-binding protein HmuV,69.0,72.0
3436,MBURv2_160517,conserved protein of unknown function,219.0,267.0
3437,MBURv2_160518,deoxycytidine triphosphate deaminase,159.0,123.0
3438,MBURv2_160519,antiporter inner membrane protein,84.0,79.0
3439,MBURv2_160520,conserved exported protein of unknown function,19.0,30.0
3440,MBURv2_160521,conserved protein of unknown function,41.0,41.0
3441,MBURv2_160522,conserved protein of unknown function,19.0,53.0
3442,MBURv2_160523,conserved protein of unknown function,136.0,149.0
3443,MBURv2_160524,"putative Transcriptional Regulator, Fis family",102.0,114.0
3444,MBURv2_160525,conserved protein of unknown function,278.0,234.0
3445,MBURv2_160526,conserved exported protein of unknown function,290.0,373.0
3446,MBURv2_160527,protein of unknown function,146.0,157.0
3447,MBURv2_160528,Peptidase S16 lon domain protein,23.0,27.0
3448,MBURv2_160529,Methyl-accepting chemotaxis sensory transducer with Pas/Pac sensor,31.0,36.0
3449,MBURv2_160530,protein of unknown function,26.0,75.0
3450,MBURv2_160531,N-ethylmaleimide reductase,49.0,57.0
3451,MBURv2_160532,UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-m eso-diaminopimelate ligase,111.0,125.0
3452,MBURv2_160533,conserved membrane protein of unknown function,45.0,52.0
3453,MBURv2_160534,conserved exported protein of unknown function,139.0,133.0
3454,MBURv2_160535,"H+-transporting two-sector ATPase, gamma subunit",62.0,51.0
3455,MBURv2_160536,ATP synthase subunit alpha 2,54.0,75.0
3456,MBURv2_160537,ATP synthase subunit b,136.0,153.0
3457,MBURv2_160538,ATP synthase subunit c 2,136.0,118.0
3458,MBURv2_160539,ATP synthase subunit a,114.0,145.0
3459,MBURv2_160540,conserved membrane protein of unknown function,94.0,135.0
3460,MBURv2_160541,"H(+)-transporting ATP synthase, gene 1",183.0,152.0
3461,MBURv2_160542,ATP synthase epsilon chain,131.0,90.0
3462,MBURv2_160543,"F1 sector of membrane-bound ATP synthase, beta subunit",107.0,94.0
3463,MBURv2_160544,putative methyl-accepting chemotaxis protein IV,192.0,163.0
3464,MBURv2_160545,PAS protein,204.0,191.0
3465,MBURv2_160546,conserved exported protein of unknown function,1077.0,1111.0
3466,MBURv2_160547,conserved membrane protein of unknown function,59.0,63.0
3467,MBURv2_160548,putative transporter subunit: ATP-binding component of ABC superfamily,45.0,58.0
3468,MBURv2_160549,multifunctional acyl-CoA thioesterase I and protease I and lysophospholipase L1,43.0,53.0
3469,MBURv2_160550,conserved protein of unknown function,82.0,90.0
3470,MBURv2_160551,conserved protein of unknown function,23.0,18.0
3471,MBURv2_160552,NADH ubiquinone oxidoreductase 20 kDa subunit,88.0,89.0
3472,MBURv2_160553,Nickel-dependent hydrogenase large subunit,72.0,70.0
3473,MBURv2_160554,putative enzyme,65.0,71.0
3474,MBURv2_160555,Diguanylate cyclase/phosphodiesterase with PAS/PAC sensor(S),22.0,23.0
3475,MBURv2_160556,protein of unknown function,68.0,119.0
3476,MBURv2_160557,conserved protein of unknown function,10.0,12.0
3477,MBURv2_160558,"Toxin-antitoxin system, antitoxin component, PHD family",17.0,7.0
3478,MBURv2_160559,protein of unknown function,16.0,24.0
3479,MBURv2_160560,conserved protein of unknown function,4.0,25.0
3480,MBURv2_160561,"CRISPR-associated helicase, Cas3 family",14.0,20.0
3481,MBURv2_160562,conserved protein of unknown function,37.0,46.0
3482,MBURv2_160563,"putative CRISPR-associated protein, Cse2 family",61.0,69.0
3483,MBURv2_160564,putative CRISPR system Cascade subunit CasE,71.0,75.0
3484,MBURv2_160565,CRISPR system CASCADE complex protein CasC,89.0,79.0
3485,MBURv2_160566,"CRISPR-associated protein, Cas5e family",39.0,36.0
3486,MBURv2_160567,conserved protein of unknown function,55.0,66.0
3487,MBURv2_160568,conserved protein of unknown function,196.0,124.0
3488,MBURv2_160569,conserved protein of unknown function,154.0,218.0
3489,MBURv2_160570,conserved protein of unknown function,44.0,63.0
3490,MBURv2_160571,conserved protein of unknown function,123.0,41.0
3491,MBURv2_160572,conserved hypothetical protein,25.0,27.0
3492,MBURv2_160573,hypothetical protein,19.0,19.0
3493,MBURv2_160574,conserved protein of unknown function,21.0,15.0
3494,MBURv2_160575,transposase,6.0,7.0
3495,MBURv2_160576,transposase,26.0,20.0
3496,MBURv2_160577,Group II intron maturase family protein (fragment),0.0,7.0
3497,MBURv2_160578,conserved protein of unknown function,0.0,2.0
3498,MBURv2_170001,transposase,13.0,8.0
3499,MBURv2_170002,Putative glycosyltransferase (fragment),28.0,21.0
3500,MBURv2_170003,Glycosyl transferase group 1,191.0,188.0
3501,MBURv2_170004,conserved protein of unknown function,538.0,534.0
3502,MBURv2_170005,protein of unknown function,679.0,711.0
3503,MBURv2_180001,protein of unknown function,549.0,593.0
3504,MBURv2_180002,protein of unknown function,726.0,769.0
3505,MBURv2_180003,transposase,18.0,12.0
3506,MBURv2_180004,conserved membrane protein of unknown function,59.0,40.0
3507,MBURv2_180005,TPR domain/SEC-C motif domain protein,149.0,128.0
3508,MBURv2_180006,conserved protein of unknown function,501.0,475.0
3509,MBURv2_180007,conserved protein of unknown function,231.0,209.0
3510,MBURv2_180008,conserved exported protein of unknown function,1458.0,1216.0
3511,MBURv2_180009,conserved protein of unknown function,1549.0,1400.0
3512,MBURv2_180010,protein of unknown function,88.0,65.0
3513,MBURv2_190001,LPXTG-motif cell wall anchor domain protein (fragment),328.0,285.0
3514,MBURv2_190002,Fap1 adhesin (fragment),0.0,0.0
3515,MBURv2_190003,"putative Transcriptional regulator, LuxR family protein",62.0,76.0
3516,MBURv2_190004,"Type I secretion membrane fusion protein, HlyD family",69.0,58.0
3517,MBURv2_190005,Toxin ABC transporter ATPase and permease,54.0,61.0
3518,MBURv2_190006,conserved protein of unknown function,335.0,293.0
3519,MBURv2_190007,OmpA/MotB domain protein,178.0,121.0
3520,MBURv2_190008,"Type I secretion outer membrane protein, TolC family",138.0,141.0
3521,MBURv2_190009,conserved exported protein of unknown function,111.0,71.0
3522,MBURv2_190010,HAMP domain protein,47.0,56.0
3523,MBURv2_190011,"Lytic transglycosylase, catalytic",59.0,42.0
3524,MBURv2_190012,conserved exported protein of unknown function,143.0,107.0
3525,MBURv2_190013,putative Response regulator receiver modulated diguanylate cyclase/phosphodiesterase,143.0,127.0
3526,MBURv2_190014,Response regulator PleD,185.0,166.0
3527,MBURv2_190015,Polar-differentiation response regulator DivK,143.0,104.0
3528,MBURv2_190016,putative Histidine kinase,68.0,72.0
3529,MBURv2_190017,putative halogenase,40.0,40.0
3530,MBURv2_190018,conserved exported protein of unknown function,187.0,219.0
3531,MBURv2_190019,putative Membrane protein,25.0,25.0
3532,MBURv2_190020,conserved exported protein of unknown function,23.0,24.0
3533,MBURv2_190021,putative Intracellular septation protein A,46.0,40.0
3534,MBURv2_190022,conserved protein of unknown function,97.0,56.0
3535,MBURv2_190023,conserved exported protein of unknown function,117.0,78.0
3536,MBURv2_190024,Permease,27.0,34.0
3537,MBURv2_190025,conserved protein of unknown function,68.0,53.0
3538,MBURv2_190026,Rhomboid family protein,86.0,76.0
3539,MBURv2_190027,protein of unknown function,8.0,10.0
3540,MBURv2_190028,protein of unknown function,0.0,0.0
3541,MBURv2_190029,conserved protein of unknown function,34.0,26.0
3542,MBURv2_190030,3-oxoacyl-acyl-carrier-protein reductase,41.0,39.0
3543,MBURv2_190031,putative FAD-dependent oxidoreductase,65.0,66.0
3544,MBURv2_190032,conserved protein of unknown function,302.0,302.0
3545,MBURv2_190033,conserved protein of unknown function,167.0,128.0
3546,MBURv2_190034,conserved protein of unknown function,197.0,175.0
3547,MBURv2_190035,Toxin higB-1,286.0,270.0
3548,MBURv2_190036,conserved protein of unknown function,106.0,142.0
3549,MBURv2_190037,conserved protein of unknown function,26.0,29.0
3550,MBURv2_190038,protein of unknown function,0.0,0.0
3551,MBURv2_190039,protein of unknown function,80.0,64.0
3552,MBURv2_190040,protein of unknown function,78.0,45.0
3553,MBURv2_190041,conserved protein of unknown function,410.0,346.0
3554,MBURv2_190042,conserved membrane protein of unknown function,1348.0,1086.0
3555,MBURv2_190043,conserved protein of unknown function,1142.0,1149.0
3556,MBURv2_190044,Electron transport complex protein RnfB,227.0,216.0
3557,MBURv2_190045,putative oxidoreductase FAD/NAD(P)-binding,414.0,423.0
3558,MBURv2_190046,putative inner membrane subunit of an electron transport system,220.0,205.0
3559,MBURv2_190047,putative inner membrane NADH-quinone reductase,331.0,339.0
3560,MBURv2_190048,Electron transport complex protein RnfG,449.0,388.0
3561,MBURv2_190049,Electron transport complex protein RnfD,239.0,194.0
3562,MBURv2_190050,Electron transport complex protein RnfC,276.0,255.0
3563,MBURv2_190051,"putative oxidoreductase, thiamine diP-binding and 4Fe-4S cluster binding protein",457.0,474.0
3564,MBURv2_190052,protein of unknown function,73.0,38.0
3565,MBURv2_190053,conserved exported protein of unknown function,51.0,53.0
3566,MBURv2_190054,conserved protein of unknown function,31.0,41.0
3567,MBURv2_190055,protein of unknown function,23.0,13.0
3568,MBURv2_190056,Putative membrane-bound metal-dependent hydrolase (fragment),5.0,6.0
3569,MBURv2_190057,protein of unknown function,14.0,8.0
3570,MBURv2_190058,conserved protein of unknown function,26.0,24.0
3571,MBURv2_190059,Protein UmuD,0.0,0.0
3572,MBURv2_190060,LexA repressor,13.0,15.0
3573,MBURv2_190061,protein of unknown function,26.0,26.0
3574,MBURv2_190062,aconitate hydratase 1,77.0,68.0
3575,MBURv2_190063,putative copper-exporting P-type ATPase B,56.0,65.0
3576,MBURv2_190064,conserved protein of unknown function,112.0,111.0
3577,MBURv2_190065,conserved membrane protein of unknown function,137.0,118.0
3578,MBURv2_190066,"Positive regulator of sigma E, RseC/MucC",117.0,81.0
3579,MBURv2_190067,AMMECR1 domain protein,77.0,61.0
3580,MBURv2_190068,conserved protein of unknown function,45.0,86.0
3581,MBURv2_190069,Radical SAM domain protein,90.0,96.0
3582,MBURv2_190070,conserved membrane protein of unknown function,50.0,54.0
3583,MBURv2_190071,conserved membrane protein of unknown function,49.0,35.0
3584,MBURv2_190072,Esterase/lipase/thioesterase family protein,38.0,54.0
3585,MBURv2_190073,conserved hypothetical protein,160.0,172.0
3586,MBURv2_190074,conserved protein of unknown function,45.0,70.0
3587,MBURv2_190075,"Exodeoxyribonuclease V, beta subunit",33.0,35.0
3588,MBURv2_190076,Rare lipoprotein A,2377.0,2082.0
3589,MBURv2_190077,"exonuclease V (RecBCD complex), alpha chain",41.0,35.0
3590,MBURv2_190078,conserved protein of unknown function,432.0,290.0
3591,MBURv2_190079,DnaA initiator-associating factor for replication initiation,40.0,48.0
3592,MBURv2_190080,conserved hypothetical protein,34.0,54.0
3593,MBURv2_190081,conserved protein of unknown function,54.0,60.0
3594,MBURv2_190082,putative methyltransferase,31.0,25.0
3595,MBURv2_190083,protein of unknown function,20.0,35.0
3596,MBURv2_190084,Protein MraZ,414.0,478.0
3597,MBURv2_190085,S-adenosyl-dependent methyltransferase activity on membrane-located substrates,542.0,550.0
3598,MBURv2_190086,Cell division protein FtsL,435.0,415.0
3599,MBURv2_190087,transpeptidase involved in septal peptidoglycan synthesis (penicillin-binding protein 3),264.0,249.0
3600,MBURv2_190088,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate:meso-d iaminopimelate ligase,144.0,128.0
3601,MBURv2_190089,UDP-N-acetylmuramoyl-tripeptide:D-alanyl-D-alanine ligase,234.0,246.0
3602,MBURv2_190090,phospho-N-acetylmuramoyl-pentapeptide transferase,211.0,191.0
3603,MBURv2_190091,UDP-N-acetylmuramoyl-L-alanine:D-glutamate ligase,138.0,122.0
3604,MBURv2_190092,integral membrane protein involved in stabilizing FstZ ring during cell division,124.0,131.0
3605,MBURv2_190093,N-acetylglucosaminyl transferase,120.0,118.0
3606,MBURv2_190094,UDP-N-acetylmuramate:L-alanine ligase,201.0,188.0
3607,MBURv2_190095,UDP-N-acetylenolpyruvoylglucosamine reductase,185.0,144.0
3608,MBURv2_190096,D-alanine:D-alanine ligase,133.0,136.0
3609,MBURv2_190097,Cell division protein FtsQ,165.0,207.0
3610,MBURv2_190098,ATP-binding cell division protein involved in recruitment of FtsK to Z ring,202.0,187.0
3611,MBURv2_190099,GTP-binding tubulin-like cell division protein,462.0,480.0
3612,MBURv2_190100,UDP-3-O-acyl N-acetylglucosamine deacetylase,291.0,264.0
3613,MBURv2_190101,Diguanylate cyclase/phosphodiesterase with PAS/PAC sensor(S),126.0,127.0
3614,MBURv2_190102,protein of unknown function,8.0,9.0
3615,MBURv2_190103,conserved protein of unknown function,35.0,27.0
3616,MBURv2_190104,transposase,0.0,0.0
3617,MBURv2_190105,putative Histidine kinase,24.0,33.0
3618,MBURv2_190106,Response regulator receiver modulated diguanylate cyclase,31.0,30.0
3619,MBURv2_190107,protein of unknown function,14.0,73.0
3620,MBURv2_190108,putative Glyceraldehyde-3-phosphate dehydrogenase,224.0,238.0
3621,MBURv2_190109,conserved protein of unknown function,514.0,575.0
3622,MBURv2_190110,Riboflavin biosynthesis protein RibD domain-containing protein,137.0,124.0
3623,MBURv2_190111,conserved protein of unknown function,62.0,63.0
3624,MBURv2_190112,conserved exported protein of unknown function,34.0,21.0
3625,MBURv2_190113,Multicopper oxidase type 3,63.0,67.0
3626,MBURv2_190114,acyl coenzyme A dehydrogenase,23.0,16.0
3627,MBURv2_190115,3-hydroxyacyl-CoA dehydrogenase NAD-binding,30.0,29.0
3628,MBURv2_190116,3-ketoacyl-CoA thiolase (Fatty oxidation complex beta subunit) (Beta-ketothiolase) (Acetyl-CoA acyltransferase),23.0,11.0
3629,MBURv2_190117,Alpha/beta hydrolase fold protein,24.0,28.0
3630,MBURv2_190118,conserved protein of unknown function,25.0,38.0
3631,MBURv2_190119,twitching motility protein,123.0,115.0
3632,MBURv2_190120,tRNA methyl transferase-like protein,67.0,68.0
3633,MBURv2_190121,SirA family protein,49.0,46.0
3634,MBURv2_190122,Cation diffusion facilitator family transporter,43.0,35.0
3635,MBURv2_190123,bifunctional protein [Includes: glutamate N-acetyltransferase (Ornithine acetyltransferase) (Ornithine transacetylase) (OATASE);,56.0,40.0
3636,MBURv2_190124,Mutator MutT protein,41.0,33.0
3637,MBURv2_190125,protein of unknown function,29.0,13.0
3638,MBURv2_190126,conserved membrane protein of unknown function,22.0,24.0
3639,MBURv2_190127,conserved protein of unknown function,0.0,0.0
3640,MBURv2_190128,conserved membrane protein of unknown function,35.0,32.0
3641,MBURv2_190129,putative Transcriptional regulators (CopG/Arc/MetJ DNA-binding domain),164.0,137.0
3642,MBURv2_190130,Plasmid stabilization system protein,210.0,162.0
3643,MBURv2_190131,"putative plasmid maintenance system antidote protein, XRE family",160.0,136.0
3644,MBURv2_190132,conserved protein of unknown function,93.0,75.0
3645,MBURv2_190133,protein of unknown function,13.0,12.0
3646,MBURv2_200001,protein of unknown function,6.0,23.0
3647,MBURv2_200002,conserved protein of unknown function,26.0,23.0
3648,MBURv2_210001,protein of unknown function,0.0,22.0
3649,MBURv2_210002,conserved exported protein of unknown function,14.0,23.0
3650,MBURv2_210003,conserved exported protein of unknown function,6.0,11.0
3651,MBURv2_210004,conserved protein of unknown function,2.0,2.0
3652,MBURv2_210005,conserved protein of unknown function,3.0,1.0
3653,MBURv2_210006,General secretion pathway protein E (Modular protein),5.0,2.0
3654,MBURv2_210007,putative Bacterial type II secretion system protein F domain,10.0,3.0
3655,MBURv2_210008,conserved exported protein of unknown function,10.0,3.0
3656,MBURv2_210009,conserved exported protein of unknown function,3.0,3.0
3657,MBURv2_210010,conserved protein of unknown function,5.0,5.0
3658,MBURv2_210011,exported protein of unknown function,12.0,8.0
3659,MBURv2_210012,conserved protein of unknown function,14.0,11.0
3660,MBURv2_210013,conserved protein of unknown function,18.0,20.0
3661,MBURv2_210014,putative methanol dehydrogenase regulatory protein,22.0,22.0
3662,MBURv2_210015,conserved membrane protein of unknown function,17.0,22.0
3663,MBURv2_210016,Transglutaminase domain protein,14.0,23.0
3664,MBURv2_210017,"Glycosyl hydrolase, family 57 (Modular protein)",42.0,40.0
3665,MBURv2_210018,protein of unknown function,16.0,19.0
3666,MBURv2_210019,conserved exported protein of unknown function,17.0,8.0
3667,MBURv2_210020,protein of unknown function,0.0,0.0
3668,MBURv2_210021,Aldo/keto reductases,47.0,57.0
3669,MBURv2_210022,Macrophage migration inhibitory factor,162.0,116.0
3670,MBURv2_210023,Nitrogen regulatory protein PII,152.0,156.0
3671,MBURv2_210024,Glutathione-regulated potassium-efflux system protein,106.0,116.0
3672,MBURv2_210025,tRNA-guanine transglycosylase,57.0,59.0
3673,MBURv2_210026,putative SecYEG protein translocase auxillary subunit (YajC),220.0,171.0
3674,MBURv2_210027,SecYEG protein translocase auxillary subunit,197.0,199.0
3675,MBURv2_210028,SecYEG protein translocase auxillary subunit,176.0,195.0
3676,MBURv2_210029,protein of unknown function,242.0,141.0
3677,MBURv2_210030,multifunctional nucleoside diphosphate kinase and apyrimidinic endonuclease and 3'-phosphodiesterase,318.0,280.0
3678,MBURv2_210031,putative Fe-S containing enzyme,181.0,164.0
3679,MBURv2_210032,Type IV pilus biogenesis/stability protein PilW,112.0,103.0
3680,MBURv2_210033,histidyl tRNA synthetase,119.0,140.0
3681,MBURv2_210034,conserved protein of unknown function,206.0,179.0
3682,MBURv2_210035,Outer membrane protein assembly factor BamB,87.0,83.0
3683,MBURv2_210036,GTPase involved in ribosome synthesis and maintenance,84.0,74.0
3684,MBURv2_210037,protein of unknown function,22.0,26.0
3685,MBURv2_210038,PAS/PAC sensor signal transduction histidine kinase,114.0,113.0
3686,MBURv2_210039,Response regulator rcp1,217.0,178.0
3687,MBURv2_210040,Response regulator receiver modulated diguanylate cyclase/phosphodiesterase,171.0,153.0
3688,MBURv2_210041,Response regulator receiver modulated diguanylate cyclase/phosphodiesterase with PAS/PAC sensor(S),186.0,183.0
3689,MBURv2_210042,conserved hypothetical protein,109.0,113.0
3690,MBURv2_210043,conserved exported protein of unknown function,345.0,354.0
3691,MBURv2_210044,conserved protein of unknown function,529.0,425.0
3692,MBURv2_210045,"Particulate methane monooxygenase, C subunit",155617.0,148595.0
3693,MBURv2_210046,Particulate methane monooxygenase alpha subunit,90018.0,84647.0
3694,MBURv2_210047,Particulate methane monooxygenase beta subunit,114367.0,106188.0
3695,MBURv2_210048,putative thiol-Disulfide oxidoreductase DCC,99.0,102.0
3696,MBURv2_210049,conserved protein of unknown function,16610.0,14188.0
3697,MBURv2_210050,conserved exported protein of unknown function,1154.0,1069.0
3698,MBURv2_210051,conserved protein of unknown function,2062.0,2117.0
3699,MBURv2_210052,"homocysteine-N5-methyltetrahydrofolate transmethylase, B12-dependent",92.0,84.0
3700,MBURv2_210053,conserved hypothetical protein; putative inner membrane protein,63.0,89.0
3701,MBURv2_210054,Glutaredoxin 2,179.0,131.0
3702,MBURv2_210055,Cupin 2 conserved barrel domain protein,830.0,915.0
3703,MBURv2_210056,conserved protein of unknown function,23.0,51.0
3704,MBURv2_210057,Inner membrane protein YrbG,50.0,50.0
3705,MBURv2_210058,Alanine dehydrogenase,137.0,161.0
3706,MBURv2_210059,conserved protein of unknown function,164.0,125.0
3707,MBURv2_210060,conserved protein of unknown function,85.0,90.0
3708,MBURv2_210061,conserved membrane protein of unknown function,60.0,60.0
3709,MBURv2_210062,Lactate/malate dehydrogenase,115.0,75.0
3710,MBURv2_210063,Polysaccharide biosynthesis protein,46.0,35.0
3711,MBURv2_210064,conserved exported protein of unknown function,468.0,149.0
3712,MBURv2_210065,ABC transporter ATP-binding protein (Subunit C),105.0,101.0
3713,MBURv2_210066,ABC transporter permease component (Subunit B),37.0,35.0
3714,MBURv2_210067,ABC transporter substrate-binding protein,108.0,88.0
3715,MBURv2_210068,conserved protein of unknown function,55.0,52.0
3716,MBURv2_210069,Cyclic pyranopterin monophosphate synthase,74.0,87.0
3717,MBURv2_210070,RNA helicase,17.0,27.0
3718,MBURv2_210071,putative oxaloacetate decarboxylase beta chain,82.0,90.0
3719,MBURv2_210072,Oxaloacetate decarboxylase alpha chain,214.0,195.0
3720,MBURv2_210073,protein of unknown function,97.0,97.0
3721,MBURv2_210074,protein of unknown function,90.0,78.0
3722,MBURv2_210075,conserved exported protein of unknown function,461.0,346.0
3723,MBURv2_210076,conserved exported protein of unknown function,609.0,646.0
3724,MBURv2_210077,putative TonB-dependent receptor,26.0,34.0
3725,MBURv2_210078,conserved membrane protein of unknown function,10.0,6.0
3726,MBURv2_210079,exported protein of unknown function,0.0,0.0
3727,MBURv2_210080,conserved protein of unknown function,23.0,36.0
3728,MBURv2_210081,Short-chain dehydrogenase/reductase SDR,90.0,115.0
3729,MBURv2_210082,Beta-carbonic anhydrase 1,170.0,194.0
3730,MBURv2_210083,protein of unknown function,104.0,139.0
3731,MBURv2_210084,"Sigma54 specific transcriptional regulator, Fis family",29.0,34.0
3732,MBURv2_210085,octaprenyl diphosphate synthase,58.0,58.0
3733,MBURv2_210086,50S ribosomal subunit protein L21,475.0,508.0
3734,MBURv2_210087,50S ribosomal subunit protein L27,785.0,661.0
3735,MBURv2_210088,GTPase involved in cell partioning and DNA repair,22.0,19.0
3736,MBURv2_210089,gamma-glutamyl kinase,15.0,14.0
3737,MBURv2_210090,30S ribosomal subunit protein S20,1018.0,601.0
3738,MBURv2_210091,bifunctional riboflavin kinase and FAD synthetase,94.0,70.0
3739,MBURv2_210092,isoleucyl-tRNA synthetase,168.0,171.0
3740,MBURv2_210093,prolipoprotein signal peptidase (signal peptidase II),121.0,109.0
3741,MBURv2_210094,N-acetyl-anhydromuranmyl-L-alanine amidase,134.0,146.0
3742,MBURv2_210095,quinolinate phosphoribosyltransferase,85.0,93.0
3743,MBURv2_210096,Flavin reductase domain protein FMN-binding,93.0,74.0
3744,MBURv2_210097,conserved protein of unknown function,69.0,58.0
3745,MBURv2_210098,Diguanylate cyclase/phosphodiesterase with PAS/PAC sensor(S),21.0,18.0
3746,MBURv2_210099,protein of unknown function,57.0,23.0
3747,MBURv2_210100,conserved protein of unknown function,0.0,0.0
3748,MBURv2_210101,Integrase catalytic region,8.0,10.0
3749,MBURv2_210102,putative Histidine kinase,69.0,71.0
3750,MBURv2_210103,Nodulation protein W,115.0,87.0
3751,MBURv2_210104,conserved protein of unknown function,406.0,355.0
3752,MBURv2_210105,Integrase catalytic region,0.0,1.0
3753,MBURv2_210106,conserved protein of unknown function,0.0,0.0
3754,MBURv2_210107,conserved protein of unknown function,49.0,53.0
3755,MBURv2_210108,conserved protein of unknown function,57.0,44.0
3756,MBURv2_210109,putative signal transduction histidine kinase,67.0,60.0
3757,MBURv2_210110,Alkaline phosphatase,23.0,19.0
