locus_tag,product,5GB1_vial_wLa_TR3,5GB1_vial_woLa_TR2
MBURv2_160509,conserved protein of unknown function,19,19
MBURv2_160510,putative hemin transport protein hmuS,27,38
MBURv2_160511,protein of unknown function,22,6
MBURv2_160512,protein of unknown function,70,44
MBURv2_160513,putative heme iron utilization protein; heme oxygenase,39,21
MBURv2_160514,"ABC-type hemin transport system, periplasmic component",18,10
MBURv2_160515,Hemin transport system permease protein HmuU,21,14
MBURv2_160516,Hemin import ATP-binding protein HmuV,69,72
MBURv2_160517,conserved protein of unknown function,219,267
MBURv2_160518,deoxycytidine triphosphate deaminase,159,123
MBURv2_160519,antiporter inner membrane protein,84,79
MBURv2_160520,conserved exported protein of unknown function,19,30
MBURv2_160521,conserved protein of unknown function,41,41
MBURv2_160522,conserved protein of unknown function,19,53
MBURv2_160523,conserved protein of unknown function,136,149
MBURv2_160524,"putative Transcriptional Regulator, Fis family",102,114
MBURv2_160525,conserved protein of unknown function,278,234
MBURv2_160526,conserved exported protein of unknown function,290,373
MBURv2_160527,protein of unknown function,146,157
MBURv2_160528,Peptidase S16 lon domain protein,23,27
MBURv2_160529,Methyl-accepting chemotaxis sensory transducer with Pas/Pac sensor,31,36
MBURv2_160530,protein of unknown function,26,75
MBURv2_160531,N-ethylmaleimide reductase,49,57
MBURv2_160532,UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-m eso-diaminopimelate ligase,111,125
MBURv2_160533,conserved membrane protein of unknown function,45,52
MBURv2_160534,conserved exported protein of unknown function,139,133
MBURv2_160535,"H+-transporting two-sector ATPase, gamma subunit",62,51
MBURv2_160536,ATP synthase subunit alpha 2,54,75
MBURv2_160537,ATP synthase subunit b,136,153
MBURv2_160538,ATP synthase subunit c 2,136,118
MBURv2_160539,ATP synthase subunit a,114,145
MBURv2_160540,conserved membrane protein of unknown function,94,135
MBURv2_160541,"H(+)-transporting ATP synthase, gene 1",183,152
MBURv2_160542,ATP synthase epsilon chain,131,90
MBURv2_160543,"F1 sector of membrane-bound ATP synthase, beta subunit",107,94
MBURv2_160544,putative methyl-accepting chemotaxis protein IV,192,163
MBURv2_160545,PAS protein,204,191
MBURv2_160546,conserved exported protein of unknown function,1077,1111
MBURv2_160547,conserved membrane protein of unknown function,59,63
MBURv2_160548,putative transporter subunit: ATP-binding component of ABC superfamily,45,58
MBURv2_160549,multifunctional acyl-CoA thioesterase I and protease I and lysophospholipase L1,43,53
MBURv2_160550,conserved protein of unknown function,82,90
MBURv2_160551,conserved protein of unknown function,23,18
MBURv2_160552,NADH ubiquinone oxidoreductase 20 kDa subunit,88,89
MBURv2_160553,Nickel-dependent hydrogenase large subunit,72,70
MBURv2_160554,putative enzyme,65,71
MBURv2_160555,Diguanylate cyclase/phosphodiesterase with PAS/PAC sensor(S),22,23
MBURv2_160556,protein of unknown function,68,119
MBURv2_160557,conserved protein of unknown function,10,12
MBURv2_160558,"Toxin-antitoxin system, antitoxin component, PHD family",17,7
MBURv2_160559,protein of unknown function,16,24
MBURv2_160560,conserved protein of unknown function,4,25
MBURv2_160561,"CRISPR-associated helicase, Cas3 family",14,20
MBURv2_160562,conserved protein of unknown function,37,46
MBURv2_160563,"putative CRISPR-associated protein, Cse2 family",61,69
MBURv2_160564,putative CRISPR system Cascade subunit CasE,71,75
MBURv2_160565,CRISPR system CASCADE complex protein CasC,89,79
MBURv2_160566,"CRISPR-associated protein, Cas5e family",39,36
MBURv2_160567,conserved protein of unknown function,55,66
MBURv2_160568,conserved protein of unknown function,196,124
MBURv2_160569,conserved protein of unknown function,154,218
MBURv2_160570,conserved protein of unknown function,44,63
MBURv2_160571,conserved protein of unknown function,123,41
MBURv2_160572,conserved hypothetical protein,25,27
MBURv2_160573,hypothetical protein,19,19
MBURv2_160574,conserved protein of unknown function,21,15
MBURv2_160575,transposase,6,7
MBURv2_160576,transposase,26,20
MBURv2_160577,Group II intron maturase family protein (fragment),0,7
MBURv2_160578,conserved protein of unknown function,0,2
MBURv2_170001,transposase,13,8
MBURv2_170002,Putative glycosyltransferase (fragment),28,21
MBURv2_170003,Glycosyl transferase group 1,191,188
MBURv2_170004,conserved protein of unknown function,538,534
MBURv2_170005,protein of unknown function,679,711
MBURv2_180001,protein of unknown function,549,593
MBURv2_180002,protein of unknown function,726,769
MBURv2_180003,transposase,18,12
MBURv2_180004,conserved membrane protein of unknown function,59,40
MBURv2_180005,TPR domain/SEC-C motif domain protein,149,128
MBURv2_180006,conserved protein of unknown function,501,475
MBURv2_180007,conserved protein of unknown function,231,209
MBURv2_180008,conserved exported protein of unknown function,1458,1216
MBURv2_180009,conserved protein of unknown function,1549,1400
MBURv2_180010,protein of unknown function,88,65
MBURv2_190001,LPXTG-motif cell wall anchor domain protein (fragment),328,285
MBURv2_190002,Fap1 adhesin (fragment),0,0
MBURv2_190003,"putative Transcriptional regulator, LuxR family protein",62,76
MBURv2_190004,"Type I secretion membrane fusion protein, HlyD family",69,58
MBURv2_190005,Toxin ABC transporter ATPase and permease,54,61
MBURv2_190006,conserved protein of unknown function,335,293
MBURv2_190007,OmpA/MotB domain protein,178,121
MBURv2_190008,"Type I secretion outer membrane protein, TolC family",138,141
MBURv2_190009,conserved exported protein of unknown function,111,71
MBURv2_190010,HAMP domain protein,47,56
MBURv2_190011,"Lytic transglycosylase, catalytic",59,42
MBURv2_190012,conserved exported protein of unknown function,143,107
MBURv2_190013,putative Response regulator receiver modulated diguanylate cyclase/phosphodiesterase,143,127
MBURv2_190014,Response regulator PleD,185,166
MBURv2_190015,Polar-differentiation response regulator DivK,143,104
MBURv2_190016,putative Histidine kinase,68,72
MBURv2_190017,putative halogenase,40,40
MBURv2_190018,conserved exported protein of unknown function,187,219
MBURv2_190019,putative Membrane protein,25,25
MBURv2_190020,conserved exported protein of unknown function,23,24
MBURv2_190021,putative Intracellular septation protein A,46,40
MBURv2_190022,conserved protein of unknown function,97,56
MBURv2_190023,conserved exported protein of unknown function,117,78
MBURv2_190024,Permease,27,34
MBURv2_190025,conserved protein of unknown function,68,53
MBURv2_190026,Rhomboid family protein,86,76
MBURv2_190027,protein of unknown function,8,10
MBURv2_190028,protein of unknown function,0,0
MBURv2_190029,conserved protein of unknown function,34,26
MBURv2_190030,3-oxoacyl-acyl-carrier-protein reductase,41,39
MBURv2_190031,putative FAD-dependent oxidoreductase,65,66
MBURv2_190032,conserved protein of unknown function,302,302
MBURv2_190033,conserved protein of unknown function,167,128
MBURv2_190034,conserved protein of unknown function,197,175
MBURv2_190035,Toxin higB-1,286,270
MBURv2_190036,conserved protein of unknown function,106,142
MBURv2_190037,conserved protein of unknown function,26,29
MBURv2_190038,protein of unknown function,0,0
MBURv2_190039,protein of unknown function,80,64
MBURv2_190040,protein of unknown function,78,45
MBURv2_190041,conserved protein of unknown function,410,346
MBURv2_190042,conserved membrane protein of unknown function,1348,1086
MBURv2_190043,conserved protein of unknown function,1142,1149
MBURv2_190044,Electron transport complex protein RnfB,227,216
MBURv2_190045,putative oxidoreductase FAD/NAD(P)-binding,414,423
MBURv2_190046,putative inner membrane subunit of an electron transport system,220,205
MBURv2_190047,putative inner membrane NADH-quinone reductase,331,339
MBURv2_190048,Electron transport complex protein RnfG,449,388
MBURv2_190049,Electron transport complex protein RnfD,239,194
MBURv2_190050,Electron transport complex protein RnfC,276,255
MBURv2_190051,"putative oxidoreductase, thiamine diP-binding and 4Fe-4S cluster binding protein",457,474
MBURv2_190052,protein of unknown function,73,38
MBURv2_190053,conserved exported protein of unknown function,51,53
MBURv2_190054,conserved protein of unknown function,31,41
MBURv2_190055,protein of unknown function,23,13
MBURv2_190056,Putative membrane-bound metal-dependent hydrolase (fragment),5,6
MBURv2_190057,protein of unknown function,14,8
MBURv2_190058,conserved protein of unknown function,26,24
MBURv2_190059,Protein UmuD,0,0
MBURv2_190060,LexA repressor,13,15
MBURv2_190061,protein of unknown function,26,26
MBURv2_190062,aconitate hydratase 1,77,68
MBURv2_190063,putative copper-exporting P-type ATPase B,56,65
MBURv2_190064,conserved protein of unknown function,112,111
MBURv2_190065,conserved membrane protein of unknown function,137,118
MBURv2_190066,"Positive regulator of sigma E, RseC/MucC",117,81
MBURv2_190067,AMMECR1 domain protein,77,61
MBURv2_190068,conserved protein of unknown function,45,86
MBURv2_190069,Radical SAM domain protein,90,96
MBURv2_190070,conserved membrane protein of unknown function,50,54
MBURv2_190071,conserved membrane protein of unknown function,49,35
MBURv2_190072,Esterase/lipase/thioesterase family protein,38,54
MBURv2_190073,conserved hypothetical protein,160,172
MBURv2_190074,conserved protein of unknown function,45,70
MBURv2_190075,"Exodeoxyribonuclease V, beta subunit",33,35
MBURv2_190076,Rare lipoprotein A,2377,2082
MBURv2_190077,"exonuclease V (RecBCD complex), alpha chain",41,35
MBURv2_190078,conserved protein of unknown function,432,290
MBURv2_190079,DnaA initiator-associating factor for replication initiation,40,48
MBURv2_190080,conserved hypothetical protein,34,54
MBURv2_190081,conserved protein of unknown function,54,60
MBURv2_190082,putative methyltransferase,31,25
MBURv2_190083,protein of unknown function,20,35
MBURv2_190084,Protein MraZ,414,478
MBURv2_190085,S-adenosyl-dependent methyltransferase activity on membrane-located substrates,542,550
MBURv2_190086,Cell division protein FtsL,435,415
MBURv2_190087,transpeptidase involved in septal peptidoglycan synthesis (penicillin-binding protein 3),264,249
MBURv2_190088,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate:meso-d iaminopimelate ligase,144,128
MBURv2_190089,UDP-N-acetylmuramoyl-tripeptide:D-alanyl-D-alanine ligase,234,246
MBURv2_190090,phospho-N-acetylmuramoyl-pentapeptide transferase,211,191
MBURv2_190091,UDP-N-acetylmuramoyl-L-alanine:D-glutamate ligase,138,122
MBURv2_190092,integral membrane protein involved in stabilizing FstZ ring during cell division,124,131
MBURv2_190093,N-acetylglucosaminyl transferase,120,118
MBURv2_190094,UDP-N-acetylmuramate:L-alanine ligase,201,188
MBURv2_190095,UDP-N-acetylenolpyruvoylglucosamine reductase,185,144
MBURv2_190096,D-alanine:D-alanine ligase,133,136
MBURv2_190097,Cell division protein FtsQ,165,207
MBURv2_190098,ATP-binding cell division protein involved in recruitment of FtsK to Z ring,202,187
MBURv2_190099,GTP-binding tubulin-like cell division protein,462,480
MBURv2_190100,UDP-3-O-acyl N-acetylglucosamine deacetylase,291,264
MBURv2_190101,Diguanylate cyclase/phosphodiesterase with PAS/PAC sensor(S),126,127
MBURv2_190102,protein of unknown function,8,9
MBURv2_190103,conserved protein of unknown function,35,27
MBURv2_190104,transposase,0,0
MBURv2_190105,putative Histidine kinase,24,33
MBURv2_190106,Response regulator receiver modulated diguanylate cyclase,31,30
MBURv2_190107,protein of unknown function,14,73
MBURv2_190108,putative Glyceraldehyde-3-phosphate dehydrogenase,224,238
MBURv2_190109,conserved protein of unknown function,514,575
MBURv2_190110,Riboflavin biosynthesis protein RibD domain-containing protein,137,124
MBURv2_190111,conserved protein of unknown function,62,63
MBURv2_190112,conserved exported protein of unknown function,34,21
MBURv2_190113,Multicopper oxidase type 3,63,67
MBURv2_190114,acyl coenzyme A dehydrogenase,23,16
MBURv2_190115,3-hydroxyacyl-CoA dehydrogenase NAD-binding,30,29
MBURv2_190116,3-ketoacyl-CoA thiolase (Fatty oxidation complex beta subunit) (Beta-ketothiolase) (Acetyl-CoA acyltransferase),23,11
MBURv2_190117,Alpha/beta hydrolase fold protein,24,28
MBURv2_190118,conserved protein of unknown function,25,38
MBURv2_190119,twitching motility protein,123,115
MBURv2_190120,tRNA methyl transferase-like protein,67,68
MBURv2_190121,SirA family protein,49,46
MBURv2_190122,Cation diffusion facilitator family transporter,43,35
MBURv2_190123,bifunctional protein [Includes: glutamate N-acetyltransferase (Ornithine acetyltransferase) (Ornithine transacetylase) (OATASE);,56,40
MBURv2_190124,Mutator MutT protein,41,33
MBURv2_190125,protein of unknown function,29,13
MBURv2_190126,conserved membrane protein of unknown function,22,24
MBURv2_190127,conserved protein of unknown function,0,0
MBURv2_190128,conserved membrane protein of unknown function,35,32
MBURv2_190129,putative Transcriptional regulators (CopG/Arc/MetJ DNA-binding domain),164,137
MBURv2_190130,Plasmid stabilization system protein,210,162
MBURv2_190131,"putative plasmid maintenance system antidote protein, XRE family",160,136
MBURv2_190132,conserved protein of unknown function,93,75
MBURv2_190133,protein of unknown function,13,12
MBURv2_200001,protein of unknown function,6,23
MBURv2_200002,conserved protein of unknown function,26,23
MBURv2_210001,protein of unknown function,0,22
MBURv2_210002,conserved exported protein of unknown function,14,23
MBURv2_210003,conserved exported protein of unknown function,6,11
MBURv2_210004,conserved protein of unknown function,2,2
MBURv2_210005,conserved protein of unknown function,3,1
MBURv2_210006,General secretion pathway protein E (Modular protein),5,2
MBURv2_210007,putative Bacterial type II secretion system protein F domain,10,3
MBURv2_210008,conserved exported protein of unknown function,10,3
MBURv2_210009,conserved exported protein of unknown function,3,3
MBURv2_210010,conserved protein of unknown function,5,5
MBURv2_210011,exported protein of unknown function,12,8
MBURv2_210012,conserved protein of unknown function,14,11
MBURv2_210013,conserved protein of unknown function,18,20
MBURv2_210014,putative methanol dehydrogenase regulatory protein,22,22
MBURv2_210015,conserved membrane protein of unknown function,17,22
MBURv2_210016,Transglutaminase domain protein,14,23
MBURv2_210017,"Glycosyl hydrolase, family 57 (Modular protein)",42,40
MBURv2_210018,protein of unknown function,16,19
MBURv2_210019,conserved exported protein of unknown function,17,8
MBURv2_210020,protein of unknown function,0,0
MBURv2_210021,Aldo/keto reductases,47,57
MBURv2_210022,Macrophage migration inhibitory factor,162,116
MBURv2_210023,Nitrogen regulatory protein PII,152,156
MBURv2_210024,Glutathione-regulated potassium-efflux system protein,106,116
MBURv2_210025,tRNA-guanine transglycosylase,57,59
MBURv2_210026,putative SecYEG protein translocase auxillary subunit (YajC),220,171
MBURv2_210027,SecYEG protein translocase auxillary subunit,197,199
MBURv2_210028,SecYEG protein translocase auxillary subunit,176,195
MBURv2_210029,protein of unknown function,242,141
MBURv2_210030,multifunctional nucleoside diphosphate kinase and apyrimidinic endonuclease and 3'-phosphodiesterase,318,280
MBURv2_210031,putative Fe-S containing enzyme,181,164
MBURv2_210032,Type IV pilus biogenesis/stability protein PilW,112,103
MBURv2_210033,histidyl tRNA synthetase,119,140
MBURv2_210034,conserved protein of unknown function,206,179
MBURv2_210035,Outer membrane protein assembly factor BamB,87,83
MBURv2_210036,GTPase involved in ribosome synthesis and maintenance,84,74
MBURv2_210037,protein of unknown function,22,26
MBURv2_210038,PAS/PAC sensor signal transduction histidine kinase,114,113
MBURv2_210039,Response regulator rcp1,217,178
MBURv2_210040,Response regulator receiver modulated diguanylate cyclase/phosphodiesterase,171,153
MBURv2_210041,Response regulator receiver modulated diguanylate cyclase/phosphodiesterase with PAS/PAC sensor(S),186,183
MBURv2_210042,conserved hypothetical protein,109,113
MBURv2_210043,conserved exported protein of unknown function,345,354
MBURv2_210044,conserved protein of unknown function,529,425
MBURv2_210045,"Particulate methane monooxygenase, C subunit",155617,148595
MBURv2_210046,Particulate methane monooxygenase alpha subunit,90018,84647
MBURv2_210047,Particulate methane monooxygenase beta subunit,114367,106188
MBURv2_210048,putative thiol-Disulfide oxidoreductase DCC,99,102
MBURv2_210049,conserved protein of unknown function,16610,14188
MBURv2_210050,conserved exported protein of unknown function,1154,1069
MBURv2_210051,conserved protein of unknown function,2062,2117
MBURv2_210052,"homocysteine-N5-methyltetrahydrofolate transmethylase, B12-dependent",92,84
MBURv2_210053,conserved hypothetical protein; putative inner membrane protein,63,89
MBURv2_210054,Glutaredoxin 2,179,131
MBURv2_210055,Cupin 2 conserved barrel domain protein,830,915
MBURv2_210056,conserved protein of unknown function,23,51
MBURv2_210057,Inner membrane protein YrbG,50,50
MBURv2_210058,Alanine dehydrogenase,137,161
MBURv2_210059,conserved protein of unknown function,164,125
MBURv2_210060,conserved protein of unknown function,85,90
MBURv2_210061,conserved membrane protein of unknown function,60,60
MBURv2_210062,Lactate/malate dehydrogenase,115,75
MBURv2_210063,Polysaccharide biosynthesis protein,46,35
MBURv2_210064,conserved exported protein of unknown function,468,149
MBURv2_210065,ABC transporter ATP-binding protein (Subunit C),105,101
MBURv2_210066,ABC transporter permease component (Subunit B),37,35
MBURv2_210067,ABC transporter substrate-binding protein,108,88
MBURv2_210068,conserved protein of unknown function,55,52
MBURv2_210069,Cyclic pyranopterin monophosphate synthase,74,87
MBURv2_210070,RNA helicase,17,27
MBURv2_210071,putative oxaloacetate decarboxylase beta chain,82,90
MBURv2_210072,Oxaloacetate decarboxylase alpha chain,214,195
MBURv2_210073,protein of unknown function,97,97
MBURv2_210074,protein of unknown function,90,78
MBURv2_210075,conserved exported protein of unknown function,461,346
MBURv2_210076,conserved exported protein of unknown function,609,646
MBURv2_210077,putative TonB-dependent receptor,26,34
MBURv2_210078,conserved membrane protein of unknown function,10,6
MBURv2_210079,exported protein of unknown function,0,0
MBURv2_210080,conserved protein of unknown function,23,36
MBURv2_210081,Short-chain dehydrogenase/reductase SDR,90,115
MBURv2_210082,Beta-carbonic anhydrase 1,170,194
MBURv2_210083,protein of unknown function,104,139
MBURv2_210084,"Sigma54 specific transcriptional regulator, Fis family",29,34
MBURv2_210085,octaprenyl diphosphate synthase,58,58
MBURv2_210086,50S ribosomal subunit protein L21,475,508
MBURv2_210087,50S ribosomal subunit protein L27,785,661
MBURv2_210088,GTPase involved in cell partioning and DNA repair,22,19
MBURv2_210089,gamma-glutamyl kinase,15,14
MBURv2_210090,30S ribosomal subunit protein S20,1018,601
MBURv2_210091,bifunctional riboflavin kinase and FAD synthetase,94,70
MBURv2_210092,isoleucyl-tRNA synthetase,168,171
MBURv2_210093,prolipoprotein signal peptidase (signal peptidase II),121,109
MBURv2_210094,N-acetyl-anhydromuranmyl-L-alanine amidase,134,146
MBURv2_210095,quinolinate phosphoribosyltransferase,85,93
MBURv2_210096,Flavin reductase domain protein FMN-binding,93,74
MBURv2_210097,conserved protein of unknown function,69,58
MBURv2_210098,Diguanylate cyclase/phosphodiesterase with PAS/PAC sensor(S),21,18
MBURv2_210099,protein of unknown function,57,23
MBURv2_210100,conserved protein of unknown function,0,0
MBURv2_210101,Integrase catalytic region,8,10
MBURv2_210102,putative Histidine kinase,69,71
MBURv2_210103,Nodulation protein W,115,87
MBURv2_210104,conserved protein of unknown function,406,355
MBURv2_210105,Integrase catalytic region,0,1
MBURv2_210106,conserved protein of unknown function,0,0
MBURv2_210107,conserved protein of unknown function,49,53
MBURv2_210108,conserved protein of unknown function,57,44
MBURv2_210109,putative signal transduction histidine kinase,67,60
MBURv2_210110,Alkaline phosphatase,23,19
MBURv2_210111,Inositol monophosphatase,49,49
MBURv2_210112,putative TonB-dependent receptor,35,23
MBURv2_210113,conserved exported protein of unknown function,13,16
MBURv2_210114,putative BarA,29,22
MBURv2_210115,putative Response regulator receiver modulated diguanylate cyclase/phosphodiesterase with PAS/PAC sensor(S),37,27
MBURv2_210116,Invasion gene expression up-regulator SirB,431,329
MBURv2_210117,conserved protein of unknown function,87,42
MBURv2_210118,LexA repressor,52,47
MBURv2_210119,Hippurate hydrolase,64,61
MBURv2_210120,GTP cyclohydrolase-2 (modular protein),99,103
MBURv2_210121,protein of unknown function,122,95
MBURv2_210122,putative heat shock protein,137,145
MBURv2_210123,putative phosphatidylethanolamine N-methyltransferase (PmtA),140,136
MBURv2_210124,glutamate-1-semialdehyde aminotransferase (aminomutase),106,110
MBURv2_210125,conserved protein of unknown function,218,102
MBURv2_210126,putative chorismate--pyruvate lyase,67,57
MBURv2_210127,ATP-dependent DNA helicase,38,35
MBURv2_210128,conserved hypothetical protein,101,80
MBURv2_210129,"bifunctional (p)ppGpp synthetase II and guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase",192,151
MBURv2_210130,DNA-directed RNA polymerase subunit omega,248,289
MBURv2_210131,phosphoglycerate kinase,212,214
MBURv2_210132,2-octaprenylphenol hydroxylase,57,59
MBURv2_210133,Sterol-binding domain protein,42,51
MBURv2_210134,"bifunctional 2-octaprenyl-6-methoxy-1,4-benzoquinone methylase and S-adenosylmethionine:2-DMK methyltransferase",93,126
MBURv2_210135,conserved protein of unknown function,229,233
MBURv2_210136,molecular chaperone and ATPase component of HslUV protease,193,188
MBURv2_210137,peptidase component of the HslUV protease,272,294
MBURv2_210138,protein of unknown function,99,52
MBURv2_210142,protein of unknown function,108,90
MBURv2_210143,UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase,300,310
MBURv2_210144,Transcription elongation factor GreB,194,143
MBURv2_210145,FKBP-type peptidyl-prolyl cis-trans isomerase,515,589
MBURv2_210146,conserved exported protein of unknown function,369,325
MBURv2_210147,protein of unknown function,446,342
MBURv2_210148,coproporphyrinogen III oxidase,49,70
MBURv2_210149,conserved protein of unknown function,29,27
MBURv2_210150,conserved protein of unknown function,98,93
MBURv2_210151,CBS domain containing membrane protein,480,327
MBURv2_210152,adenylate kinase,144,149
MBURv2_210153,"3-isopropylmalate isomerase subunit, dehydratase component",125,94
MBURv2_210154,3-isopropylmalate isomerase subunit,117,100
MBURv2_210155,protein of unknown function,69,93
MBURv2_210156,Aspartate-semialdehyde dehydrogenase,60,77
MBURv2_210157,FimV N-terminal domain protein,89,95
MBURv2_210158,Glyoxalase/bleomycin resistance protein/dioxygenase,111,83
MBURv2_210159,conserved protein of unknown function,7,74
MBURv2_210160,conserved protein of unknown function,30,41
MBURv2_210161,Membrane-associated quinoprotein formaldehyde dehydrogenase,513,587
MBURv2_210162,conserved exported protein of unknown function,610,660
MBURv2_210163,protein of unknown function,612,685
MBURv2_210164,protein of unknown function,604,657
MBURv2_210165,putative S-methyl-5'-thioinosine phosphorylase,141,147
MBURv2_210166,Phosphoribosyltransferase,133,142
MBURv2_210167,beta N-acetyl-glucosaminidase,86,85
MBURv2_210168,Flagellar basal body-associated protein FliL,52,100
MBURv2_210169,conserved hypothetical protein,117,87
MBURv2_210170,conserved membrane protein of unknown function,463,505
MBURv2_210171,conserved protein of unknown function,964,784
MBURv2_210172,putative nucleotidyl transferase,373,403
MBURv2_210173,putative aminoglycoside phosphotransferase involved in cell wall biosynthesis,42,43
MBURv2_210174,LPS-assembly protein LptD,110,119
MBURv2_210175,Chaperone SurA,111,121
MBURv2_210176,conserved protein of unknown function,187,160
MBURv2_210177,glycogen synthase,160,142
MBURv2_210178,"1,4-alpha-glucan branching enzyme",183,181
MBURv2_210179,glucose-1-phosphate adenylyltransferase,941,1046
MBURv2_210180,"Alpha-mannosidosis/Glycoside hydrolase, family 57",681,658
MBURv2_210181,4-alpha-glucanotransferase,325,345
MBURv2_210182,protein of unknown function,96,89
MBURv2_210183,conserved protein of unknown function,80,96
MBURv2_210184,"Alpha-amylase/Glycoside hydrolase, family 57",123,106
MBURv2_210185,Glycogen synthase 2 (Modular protein),266,280
MBURv2_210186,Alpha amylase family protein,266,263
MBURv2_210187,"1,4-alpha-glucan branching enzyme",354,348
MBURv2_210188,MxaJ-like protein,184,195
MBURv2_210189,putative dehydrogenase XoxF,7622,747
MBURv2_210190,putative Na+/H+ antiporter NhaP,24,25
MBURv2_210191,RNA-directed DNA polymerase (Reverse transcriptase) (fragment),140,131
MBURv2_210192,conserved protein of unknown function,14,22
MBURv2_210193,conserved protein of unknown function,0,0
MBURv2_210194,RNA-directed DNA polymerase (Reverse transcriptase) (fragment),168,125
MBURv2_210195,protein of unknown function,28,46
MBURv2_210196,"UDP-2,3-diacylglucosamine pyrophosphatase",14,41
MBURv2_210197,peptidyl-prolyl cis-trans isomerase B (rotamase B),265,280
MBURv2_210198,cysteinyl-tRNA synthetase,138,111
MBURv2_210199,Methenyltetrahydrofolate cyclohydrolase,102,80
MBURv2_210200,conserved protein of unknown function,170,159
MBURv2_210201,Ion transport protein,75,50
MBURv2_210202,conserved protein of unknown function,52,56
MBURv2_210203,protein of unknown function,81,76
MBURv2_210204,conserved protein of unknown function,27,27
MBURv2_210205,protein of unknown function,66,57
MBURv2_210206,protein of unknown function,89,74
MBURv2_210207,conserved protein of unknown function,24,19
MBURv2_210208,"HAD-superfamily hydrolase, subfamily IA, variant 1",138,177
MBURv2_210209,protein of unknown function,60,27
MBURv2_210210,Acylneuraminate cytidylyltransferase,208,211
MBURv2_210211,HpcH/HpaI aldolase,174,157
MBURv2_210212,Pyruvate carboxyltransferase,83,78
MBURv2_210213,protein of unknown function,121,110
MBURv2_210214,transposase (fragment),9,5
MBURv2_210215,transposase (fragment),31,19
MBURv2_210216,protein of unknown function,97,95
MBURv2_210217,protein of unknown function,65,57
MBURv2_210218,protein of unknown function,22,27
MBURv2_210219,protein of unknown function,35,37
MBURv2_210220,"dTDP-4-deoxyrhamnose-3,5-epimerase",39,32
MBURv2_210221,glucose-1-phosphate thymidylyltransferase,51,60
MBURv2_210222,"fragment of dTDP-4-dehydrorhamnose reductase subunit, NAD(P)-binding, of dTDP-L-rhamnose synthase (part 2)",NULL,NULL
MBURv2_210223,"fragment of dTDP-4-dehydrorhamnose reductase subunit, NAD(P)-binding, of dTDP-L-rhamnose synthase (part 1)",NULL,NULL
MBURv2_210224,putative toxin component,385,303
MBURv2_210225,"Transcriptional regulator, XRE family",327,265
MBURv2_210226,conserved protein of unknown function,0,0
MBURv2_210227,transposase (fragment),3,2
MBURv2_210228,protein of unknown function,785,715
MBURv2_210229,conserved protein of unknown function,226,176
MBURv2_210230,conserved protein of unknown function,209,154
MBURv2_210231,conserved protein of unknown function,89,122
MBURv2_210232,putative enzyme,181,142
MBURv2_210233,transposase,154,174
MBURv2_210234,conserved protein of unknown function,4,12
MBURv2_210235,conserved protein of unknown function,0,0
MBURv2_210236,conserved protein of unknown function,0,0
MBURv2_210237,protein of unknown function,172,165
MBURv2_210238,protein of unknown function,6,23
MBURv2_210239,conserved protein of unknown function,16,24
MBURv2_210240,conserved protein of unknown function,14,11
MBURv2_210241,conserved protein of unknown function,18,18
MBURv2_210242,conserved protein of unknown function,24,16
MBURv2_210243,protein of unknown function,41,36
MBURv2_210244,protein of unknown function,44,52
MBURv2_210245,protein of unknown function,71,59
MBURv2_210246,protein of unknown function,7355,7131
MBURv2_210247,protein of unknown function,158,146
MBURv2_210248,"Glycosyl transferase, family 2",134,125
MBURv2_210249,Glycosyl transferase group 1,80,72
MBURv2_210250,MxaC protein,53,63
MBURv2_210251,"putative mxaA protein, involved in Ca2+ insertion in methanol dehydrogenase",55,37
MBURv2_210252,conserved protein of unknown function,23,32
MBURv2_210253,Protein MoxR,32,36
MBURv2_210254,conserved protein of unknown function,48,48
MBURv2_210255,conserved hypothetical protein,45,54
MBURv2_210256,putative septum formation protein,123,108
MBURv2_210257,ribonuclease G,62,66
MBURv2_210258,Membrane protein-like protein,84,81
MBURv2_210259,putative enzyme,181,222
MBURv2_210260,conserved protein of unknown function,140,137
MBURv2_210261,putative peptidase,180,189
MBURv2_210262,peptidase required for the maturation and secretion of the antibiotic peptide MccB17,122,146
MBURv2_210263,conserved protein of unknown function,79,85
MBURv2_210264,"excinuclease UvrABC, endonuclease subunit",129,128
MBURv2_210265,phosphatidylglycerophosphate synthetase,399,394
MBURv2_210266,"Transcriptional regulator, TetR family",508,426
MBURv2_210267,protein of unknown function,176,316
MBURv2_210268,conserved hypothetical protein,108,110
MBURv2_210269,AdoMet-dependent methyltransferase,88,83
MBURv2_210270,Toluene tolerance family protein,256,340
MBURv2_210271,delta-aminolevulinic acid dehydratase (Porphobilinogen synthase),143,147
MBURv2_210272,conserved membrane protein of unknown function,233,142
MBURv2_210273,Shikimate dehydrogenase,126,137
MBURv2_210274,Outer-membrane lipoprotein carrier protein,146,188
MBURv2_210275,recombination protein,137,93
MBURv2_210276,protein of unknown function,343,240
MBURv2_210277,"acetyl-CoA carboxylase, carboxytransferase, alpha subunit",287,301
